record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,tagged_adclipped,tagged_unclipped,untagged_adclipped,untagged_unclipped,untagged_unknown
T,4.2,20200113,CDFW,CDFW,08,060818,14,0,79454,NA,NA,2,4,2016,20171102,20171208,6FBRR,6FBRRDRC WSFH,6FBRR,V,H,E,FR,9.25,91,N,0000,40953,NA,NA,0000,586,NA,NA,C,NA,24,4189,NA,"5298 fish released Walker Ck, Marin.  all others Russian, 20% PIT tagged. USACE.",RUSSIAN RIVER,WARM SPRINGS HATCHERY,RUSSIAN RIVER,CA,CECA,NORU,N,0,40953,0,586,0
N,4.2,20200312,NWIFC,TP,14,!142015XH001,NA,NA,NA,NA,NA,2,3,2013,20150513,20150624,3F566 16 S70JNV R,3F10412  160001 H,3F10412  160005 S,S,H,E,FR,26.68,NA,NA,NA,NA,NA,NA,0350,1780,NA,NA,B,NA,NA,NA,NA,pit tagged,LK CUSHMAN (MASO),NF SKOKOMISH HATCHERY,GEORGE ADAMS (PURDY),WA,HOOD,SKDO,N,0,0,0,1780,0
N,4.2,20180328,YAKA,YAKA,11,!11YNKL0316,NA,NA,NA,NA,NA,2,7,2014,20160420,20160422,3F42001  300002 H,3F42001  300002 H,3F42001         S96,S,H,P,MX,20.62,112,N,NA,NA,NA,NA,5000,1100053,NA,NA,B,NA,NA,NA,NA,AD,KLICKITAT HATCHERY (YKFP),KLICKITAT HATCHERY (YKFP),LEWIS R +WASHOUGAL R,WA,CECR,KLIC,N,0,0,1100053,0,0
T,4.2,20180914,NWIFC,PUYA,14,211239,12,NA,NA,NA,NA,2,3,2016,20180515,20180515,3F10511  10     R73,3F10511  100414 H,3F10511  100414 S,S,H,P,FR,18.98,120,NA,5000,97436,NA,NA,5000,2564,NA,NA,B,0.0256,NA,195,NA,50 k Cowskull 50 k Rushing,COWSKL & RUSHWTR PDS,VOIGHTS CR HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,N,97436,0,2564,0,0
T,4.2,20230822,CDFW,NMFS,08,060713,14,1,25301,NA,NA,2,3,2013,20150319,20150413,6FDSC,6FDSC BC KING,6FDSC BC KING,S,H,E,FR,29.4,137,N,0000,14573,NA,NA,0000,29,NA,NA,C,NA,6,410,NA,12441 also pit tagged.  Saprolegnia outbreak.  All fish released healthy.,SCOTT CREEK,KINGFISHER FLAT HATCHERY,KINGFISHER FLAT HATCHERY,CA,CECA,SAMO,N,0,14573,0,29,0
T,4.2,20240129,ADFG,ADFG,01,045569,12,NA,NA,O,012022202TAKU01,2,3,2020,20220505,20220525,1F1NE111 3210320,NA,1F1NE111 3210320,S,W,E,NA,5.7,81,N,5000,3598,NA,NA,5000,205,NA,NA,C,0.053900000000000003,NA,NA,NA,NA,TAKU R 111-32,NA,TAKU R 111-32,AK,TAWH,TAWHG,N,3598,0,205,0,0
T,4.2,20231213,CDFW,USACE,08,062281,14,0,37555,NA,NA,2,4,2021,20221122,20221212,6FBRR,6FBRRDRC WSFH,6FBRR,V,H,E,FR,8.72,92,N,0000,21477,NA,NA,0000,327,NA,NA,C,NA,25,2180,NA,NA,RUSSIAN RIVER,WARM SPRINGS HATCHERY,RUSSIAN RIVER,CA,CECA,NORU,N,0,21477,0,327,0
T,4.2,20190417,USFWS,USFWS,07,055679,12,NA,NA,NA,NA,2,NA,2013,20150414,20150414,3F21704  200015 R,3F21704  200015 H,3F21704  200015 S,S,H,P,FR,27.61,NA,N,5000,52042,NA,NA,5000,160035,NA,NA,B,0.0603,38,514,NA,MAKA001390,TSOO-YESS R      20.0015,MAKAH NFH ON TSOO-YESS R,TSOO-YESS R      20.0015,WA,NWC,QUHO,N,52042,0,160035,0,0
N,4.2,20201001,NWIFC,PUYA,14,!142020XC006,NA,NA,NA,NA,NA,2,3,2018,20200226,20200226,3F10511  100600 R04,3F10511  100027 H01,3F10511  100027 S,S,H,P,FR,16.86,111,NA,NA,NA,NA,NA,5000,47986,0000,274,B,NA,NA,NA,NA,NA,KAPOWSIN LK NET PENS,CLARKS CRK HATCHERY,CLARKS CR    10.0027,WA,MPS,PUYA,N,0,0,47986,274,0
T,4.2,20231213,CDFW,USACE,08,062282,14,0,34888,NA,NA,2,4,2021,20230526,20230627,6FBRR,6FBRRDRC WSFH,6FBRR,Y,H,E,FR,23.85,131,N,0000,16020,NA,NA,0000,129,NA,NA,C,NA,3,1615,NA,NA,RUSSIAN RIVER,WARM SPRINGS HATCHERY,RUSSIAN RIVER,CA,CECA,NORU,N,0,16020,0,129,0
T,4.2,20231213,CDFW,USACE,08,062393,14,0,77493,NA,NA,2,4,2021,20221201,20230526,6FBRR,6FBRRDRC WSFH,6FBRR,V,H,E,FR,19.71,92,N,0000,44437,NA,NA,0000,725,NA,NA,C,NA,14,4532,NA,NA,RUSSIAN RIVER,WARM SPRINGS HATCHERY,RUSSIAN RIVER,CA,CECA,NORU,N,0,44437,0,725,0
T,4.2,20201001,NWIFC,PGST,14,211328,12,NA,NA,NA,NA,2,3,2018,20200320,20200320,3M10409  888401 R,3M10409  888401 H,3F10412  170012 S,S,H,P,FR,25.2,NA,N,5000,45734,NA,NA,5000,321124,0000,1887,B,0.0058,NA,342,NA,32 day early release chaetoceros bloom,PORT GAMBLE BAY PENS,PORT GAMBLE BAY PENS,BIG QUILCENE 17.0012,WA,HOOD,WKIT,N,45734,0,321124,1887,0
T,4.2,20151215,USFWS,USFWS,07,055309,12,NA,NA,NA,NA,2,NA,2013,20150410,20150410,3F21702  210429 R,3F21702  210429 H,3F21702  210429 S,S,H,B,FR,31.28,NA,N,5000,82009,NA,NA,5000,585722,NA,NA,B,0.008,30,500,NA,QUIN001320,COOK CR      21.0429,QUINAULT NFH -COOK C,COOK CR      21.0429,WA,NWC,QEQU,N,82009,0,585722,0,0
T,4.2,20201001,NWIFC,PUYA,14,211334,12,NA,NA,NA,NA,2,3,2018,20200417,20200417,3F10511  100600 R04,3F10511  100027 H01,3F10511  100027 S,S,H,P,FR,27.64,133,NA,5000,55988,NA,NA,5000,26038,0000,334,B,0.0136,NA,147,NA,late lk kapowsin release,KAPOWSIN LK NET PENS,CLARKS CRK HATCHERY,CLARKS CR    10.0027,WA,MPS,PUYA,N,55988,0,26038,334,0
T,4.2,20231213,CDFW,USACE,08,062396,14,0,58502,NA,NA,2,4,2021,20221104,20230321,6FBRR,6FBRRDRC WSFH,6FBRR,V,H,E,FR,8.72,96,N,0000,32489,NA,NA,0000,765,NA,NA,C,NA,26,3325,NA,NA,RUSSIAN RIVER,WARM SPRINGS HATCHERY,RUSSIAN RIVER,CA,CECA,NORU,N,0,32489,0,765,0
T,4.2,20200113,CDFW,CDFW,08,061436,14,0,32772,NA,NA,2,4,2016,20180328,20180404,6FBRR,6FBRRDRC WSFH,6FBRR,Y,H,E,FR,16.19,112,N,0000,17463,NA,NA,0000,212,NA,NA,C,NA,16,1771,NA,20% PIT tagged. USACE.,RUSSIAN RIVER,WARM SPRINGS HATCHERY,RUSSIAN RIVER,CA,CECA,NORU,N,0,17463,0,212,0
T,4.2,20231215,NWIFC,SQAX,14,211451,12,NA,NA,NA,NA,2,3,2020,20220531,20220531,3M10513  888131 R,3M10513  888130 H,3F10208  030176 S,S,H,P,VO,36.61,NA,NA,5000,48903,0000,68,5000,0,NA,NA,NA,0,NA,48971,NA,NA,PEALE PASS @ SS PENS,SQUAXIN ISLAND PENS,SKAGIT R     03.0176,WA,SPS,EKPS,N,48903,68,0,0,0
N,4.2,20240205,WDFW,COOP,04,!04P00126914,NA,NA,NA,NA,NA,2,NA,2017,20180614,20180614,3F10510  080077AR,3F10510  080070 H,3F10510  080178 S,G,H,NA,NA,2.26,NA,NA,NA,NA,NA,NA,0000,800,NA,NA,NA,NA,NA,NA,NA,NA,NICKEL CR   08.0077A,LIVELY ENV. CTR,ISSAQUAH CR  08.0178,WA,MPS,LAKW,N,0,0,0,800,0
N,4.2,20240205,WDFW,COOP,04,!04P00162824,NA,NA,NA,NA,NA,2,NA,2019,20200412,20200412,3F10107  01-001 R,3F10510  080070 H02,3F10510  080178 S,NA,H,NA,NA,1.74,NA,NA,NA,NA,NA,NA,0000,500,NA,NA,NA,NA,NA,NA,NA,NA,WILLOW CREEK,WILLOW CR AQUATIC CENTER,ISSAQUAH CR  08.0178,WA,NOWA,BESA,N,0,0,0,500,0
T,4.2,20200113,CDFW,CDFW,08,060817,14,0,76275,NA,NA,2,4,2016,20171031,20171207,6FBRR,6FBRRDRC WSFH,6FBRR,V,H,E,FR,8.09,86,N,0000,43102,NA,NA,0000,792,NA,NA,W,NA,27,4403,NA,2459 fish released 6/16 100% PIT tagged.  All others 20% PIT tagged. USACE.,RUSSIAN RIVER,WARM SPRINGS HATCHERY,RUSSIAN RIVER,CA,CECA,NORU,N,0,43102,0,792,0
T,4.2,20231229,NWIFC,TP,14,211692,12,NA,NA,NA,NA,2,3,2021,20230418,20230418,3F10412  160001 R02,3F10412  160001 H,3F10412  160001 S02,G,H,P,FR,25.92,NA,N,5000,10176,NA,NA,5000,290,NA,NA,B,0.0277,NA,541,NA,NA,SKOKOMISH R -NF (16),NF SKOKOMISH HATCHERY,SKOKOMISH R -NF (16),WA,HOOD,SKDO,N,10176,0,290,0,0
N,4.2,20240205,CDFO,CDFO,03,!03NOCO1099,NA,NA,NA,NA,NA,2,3,2010,20110610,20110610,2FS  GSVIR2063,2FS  GSVIH2537,2FS  GSVIS2538,F,H,P,NA,1.1,NA,N,NA,NA,NA,NA,0000,23580,NA,NA,B,NA,NA,NA,NA,NA,R-Robertson R,H-Lake Cowichan H,S-Cowichan Lk Tribs,BC,GST,GSVI,N,0,0,0,23580,0
N,4.2,20170919,NWIFC,PUYA,14,!142017UH001,NA,NA,NA,NA,NA,2,3,2016,20170724,20170724,3F10511  100027 R,3F10511  100027 H01,3F10511  100414 S,S,H,P,FR,28.71,125,NA,NA,NA,NA,NA,5000,102389,0000,411,B,NA,NA,NA,NA,NA,CLARKS CR    10.0027,CLARKS CRK HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,N,0,0,102389,411,0
T,4.2,20210907,CDFW,USACE,08,062253,14,0,96793,NA,NA,2,4,2019,20201015,20201215,6FBRR,6FBRRDRC WSFH,6FBRR,V,H,E,FR,7.9,83,N,0000,51902,NA,NA,0000,1619,NA,NA,C,NA,NA,5190,NA,15% PIT tagged,RUSSIAN RIVER,WARM SPRINGS HATCHERY,RUSSIAN RIVER,CA,CECA,NORU,N,0,51902,0,1619,0
T,4.2,20210907,CDFW,USACE,08,062257,14,0,33030,NA,NA,2,4,2019,20210223,20210305,6FBRRMKW,6FBRRDRC WSFH,6FBRR,V,H,E,FR,13.9,104,N,0000,14704,NA,NA,0000,1405,NA,NA,C,NA,94,1470,NA,15% PIT tagged. Mark West and Green Valley release.,MARK WEST CREEK,WARM SPRINGS HATCHERY,RUSSIAN RIVER,CA,CECA,NORU,N,0,14704,0,1405,0
T,4.2,20231205,NPT,NPT,16,220002,12,NA,NA,NA,NA,2,3,2010,20120306,20120306,4F-1706030600300.00,5F33301  H1     22,5F333    101,S,H,P,FR,22,126,N,0000,30758,NA,NA,0000,239218,NA,NA,B,NA,NA,NA,NA,NA,CLWTR @ LAPWAI CRK,EAGLE CR NFH,EAGLE CR NFH,ID,SNAK,CLEA,N,0,30758,0,239218,0
T,4.2,20210907,CDFW,USACE,08,062258,14,0,33313,NA,NA,2,4,2019,20201120,20201216,6FBRR,6FBRRDRC WSFH,6FBRR,V,H,E,FR,9.7,92,N,0000,19520,NA,NA,0000,198,NA,NA,C,NA,25,1952,NA,15% PIT tagged,RUSSIAN RIVER,WARM SPRINGS HATCHERY,RUSSIAN RIVER,CA,CECA,NORU,N,0,19520,0,198,0
T,4.2,20210907,CDFW,USACE,08,062027,14,0,40405,NA,NA,2,4,2019,20200608,20200715,6FBRR,6FBRRDRC WSFH,6FBRR,G,H,E,FR,3.5,65,N,0000,21507,NA,NA,0000,714,NA,NA,C,NA,12,2150,NA,15% PIT tagged,RUSSIAN RIVER,WARM SPRINGS HATCHERY,RUSSIAN RIVER,CA,CECA,NORU,N,0,21507,0,714,0
T,4.2,20190627,NWIFC,NISQ,14,211210,12,NA,NA,NA,NA,2,3,2017,20190408,20190626,3F10513  110017AR,3F10513  110017AH,3F10513  110008 S,S,H,P,VO,18.14,NA,N,5000,45425,0000,265,5000,365597,0000,2112,B,0.0134,NA,524,NA,NA,KALAMA CR    11.0017,KALAMA CR HATCHERY,NISQUALLY R  11.0008,WA,SPS,NISQ,N,45425,265,365597,2112,0
N,4.2,20240205,WDFW,RFEG,04,!04P00122071,NA,NA,NA,NA,NA,2,NA,2017,20180206,20180228,3F21703  200162ZR,3F21703  206190 H,3F21703  200162 S,E,H,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0000,12000,NA,NA,NA,NA,NA,NA,NA,NA,BOGACHIEL R TRIBS,BORDE SPRINGS PROJ,BOGACHIEL R  20.0162,WA,NWC,QUHO,N,0,0,0,12000,0
T,4.2,20210907,CDFW,USACE,08,062251,14,0,79824,NA,NA,2,4,2019,20201112,20201204,6FBRR,6FBRRDRC WSFH,6FBRR,V,H,E,FR,8.7,88,N,0000,49585,NA,NA,0000,961,NA,NA,C,NA,27,4958,NA,15% PIT tagged,RUSSIAN RIVER,WARM SPRINGS HATCHERY,RUSSIAN RIVER,CA,CECA,NORU,N,0,49585,0,961,0
T,4.2,20190627,NWIFC,NISQ,14,211302,13,NA,NA,NA,NA,2,3,2017,20190510,20190530,3F10513  110013CR,3F10513  110013CH,3F10513  110008 S,NA,H,P,VO,18.9,NA,N,5000,55174,0000,330,5000,147713,0000,883,B,0,NA,505,NA,NA,CLEAR CR    11.0013C,CLEAR CREEK HATCHERY,NISQUALLY R  11.0008,WA,SPS,NISQ,N,55174,330,147713,883,0
N,4.2,20201217,USFWS,USFWS,07,!07202021281,NA,NA,NA,NA,NA,2,NA,2019,20200512,20200512,3F21704  200015 R,3F21704  200015 H,3F21704  200015 S,G,H,P,FR,2.27,NA,N,NA,NA,NA,NA,0000,151281,NA,NA,B,NA,NA,NA,NA,MAKA001991,TSOO-YESS R      20.0015,MAKAH NFH ON TSOO-YESS R,TSOO-YESS R      20.0015,WA,NWC,QUHO,N,0,0,0,151281,0
T,4.2,20210907,CDFW,USACE,08,062210,14,0,61650,NA,NA,2,4,2019,20210407,20210506,6FBRR,6FBRRDRC WSFH,6FBRR,V,H,E,FR,22.2,123,N,0000,28517,NA,NA,0000,289,NA,NA,C,NA,21,2851,NA,15% PIT tagged,RUSSIAN RIVER,WARM SPRINGS HATCHERY,RUSSIAN RIVER,CA,CECA,NORU,N,0,28517,0,289,0
T,4.2,20240129,ADFG,ADFG,01,044878,12,NA,NA,O,012019172TAKU01,2,3,2017,20190408,20190527,1F1NE111 3210320,NA,1F1NE111 3210320,S,W,E,NA,8.9,97,N,5000,6927,NA,NA,5000,1014,NA,NA,C,0.1277,NA,NA,NA,NA,TAKU R 111-32,NA,TAKU R 111-32,AK,TAWH,TAWHG,N,6927,0,1014,0,0
N,4.2,20201217,USFWS,USFWS,07,!07202020582,NA,NA,NA,NA,NA,2,NA,2019,20200513,20200513,3F21704  200028 R,3F21704  200015 H,3F21704  200015 S,G,H,P,FR,2.27,NA,N,NA,NA,NA,NA,0000,180582,NA,NA,B,NA,NA,NA,NA,MAKA001992,PILCHUCK CR  20.0028,MAKAH NFH ON TSOO-YESS R,TSOO-YESS R      20.0015,WA,NWC,QUHO,N,0,0,0,180582,0
N,4.2,20220923,NWIFC,PUYA,14,!142022XC007,NA,NA,NA,NA,NA,2,3,2020,20220523,20220523,3F10511  100600 R04,3F10511  100027 H01,3F10511  100414 S,S,H,P,FR,31.94,145,NA,NA,NA,NA,NA,5000,61980,NA,NA,B,NA,NA,NA,NA,NA,KAPOWSIN LK NET PENS,CLARKS CRK HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,N,0,0,61980,0,0
N,4.2,20240205,CDFO,CDFO,03,!03AD1716,NA,NA,NA,NA,NA,2,3,2017,20180609,20180609,2FS  GSVIR0266,2FS  GSVIH0266,2FS  GSVIS0266,F,H,B,FR,3.95,NA,N,NA,NA,NA,NA,5000,35578,NA,NA,C,NA,NA,NA,NA,NA,R-French Cr,H-Marion Baker H,S-French Cr,BC,GST,GSVI,N,0,0,35578,0,0
T,4.2,20240129,ADFG,ADFG,01,041784,12,NA,NA,NA,NA,2,3,2012,20130702,20130712,1F1NW113 7310030010,NA,1F1NW113 7310030010,P,W,I,NA,NA,90,N,5000,8881,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FORD ARM LK 113-73,NA,FORD ARM LK 113-73,AK,SEAK,SENW,N,8881,0,0,0,0
T,4.2,20221128,NWIFC,LUMMI,14,211433,12,NA,NA,NA,NA,2,3,2020,20220511,20220516,3M10107  888001 R,3F10107  010273 H,3F10107  010273 S,S,H,E,VO,16.8,116,N,5000,54495,NA,NA,5000,46319,NA,NA,B,0.0058,NA,515,NA,North net pen,LUMMI SEA PONDS,SKOOKUM CR HATCHERY,SKOOKUM CR   01.0273,WA,NOWA,NOOK,N,54495,0,46319,0,0
T,4.2,20170919,NWIFC,NISQ,14,210194,13,NA,NA,NA,NA,2,3,2015,20170315,20170325,3F10513  110017AR,3F10513  110017AH,3F10513  110017AS,S,H,P,FR,26.68,NA,NA,5000,27205,0000,99,5000,20230,0000,57,B,0,NA,550,NA,NA,KALAMA CR    11.0017,KALAMA CR HATCHERY,KALAMA CR    11.0017,WA,SPS,NISQ,N,27205,99,20230,57,0
T,4.2,20170919,NWIFC,LUMMI,14,211157,12,NA,NA,NA,NA,2,3,2015,20170516,20170528,3F10107  010273 R,3F10107  010273 H,3F10107  010273 S,S,H,P,NA,30.24,NA,NA,5000,46849,0000,926,5000,1215968,0000,23452,NA,0.0227,30,528,NA,NA,SKOOKUM CR   01.0273,SKOOKUM CR HATCHERY,SKOOKUM CR   01.0273,WA,NOWA,NOOK,N,46849,926,1215968,23452,0
N,4.2,20240205,CDFO,CDFO,03,!03NOCO21105,NA,NA,NA,NA,NA,2,3,2021,20220628,20220628,2FS  GSMNR1360,2FS  GSMNH1360,2FS  GSMNS0103,F,H,P,FR,1.7,NA,N,NA,NA,NA,NA,0000,6714,NA,NA,W,NA,NA,NA,NA,NA,R-Nelson Cr/GSMN,H-Nelson Creek H,S-Capilano R,BC,GST,GSMS,N,0,0,0,6714,0
T,4.2,20170919,NWIFC,PUYA,14,211191,12,NA,NA,NA,NA,2,3,2015,20170518,20170518,3F10511  100625 R01,3F10511  100414 H,3F10511  100414 S,S,H,P,FR,21.6,125,NA,5000,97908,0000,1194,5000,398,NA,NA,B,0.004,NA,500,NA,combined Cowskull and Rushingwater electron releases,RUSHINGWATER AC POND,VOIGHTS CR HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,N,97908,1194,398,0,0
T,4.2,20231205,NPT,NPT,16,220296,12,NA,NA,NA,NA,2,3,2021,20230410,20230410,4F-1706030400200.50,5F33301  H1     22,4F1-17060306000-XUU,S,H,P,FR,NA,NA,N,0000,30032,NA,NA,0000,177745,NA,NA,B,NA,NA,NA,NA,NA,KOOSKIA NAT,EAGLE CR NFH,CLEARWATER,ID,SNAK,CLEA,N,0,30032,0,177745,0
T,4.2,20220923,NWIFC,MIT,14,211456,13,NA,NA,NA,NA,2,3,2020,20220419,20220505,3F10510  090113 R02,3F10510  090113 H02,3F10510  090113 S02,S,H,P,FR,29.08,137,NA,0000,52105,NA,NA,0000,546592,NA,NA,B,0.002,NA,1000,NA,NA,CRISP CR AT KETA CR,KETA CREEK COMPLEX,KETA CR    STOCK (9),WA,MPS,DUWA,N,0,52105,0,546592,0
T,4.2,20190717,NWIFC,PGST,14,211271,12,NA,NA,NA,NA,2,3,2017,20190426,20190426,3M10409  888401 R,3M10409  888401 H,3F10412  170012 S,S,H,P,FR,32.63,NA,N,5000,40709,0000,2632,5000,408993,0000,24410,B,0.0902,21,543,NA,NA,PORT GAMBLE BAY PENS,PORT GAMBLE BAY PENS,BIG QUILCENE 17.0012,WA,HOOD,WKIT,N,40709,2632,408993,24410,0
T,4.2,20170919,NWIFC,MIT,14,211193,13,NA,NA,NA,NA,2,3,2015,20170215,20170509,3F10510  090113 R,3F10510  090113 H02,3F10510  090113 S,S,H,P,VO,30.24,133,NA,5000,50269,0000,91,5000,554756,0000,1000,B,0,NA,556,NA,NA,CRISP CR     09.0113,KETA CREEK COMPLEX,CRISP CR     09.0113,WA,MPS,DUWA,N,50269,91,554756,1000,0
T,4.2,20231205,NPT,NPT,16,220022,12,NA,NA,NA,NA,2,3,2017,20190328,20190328,4F-1706030400200.50,4F-1706030800100.10,4F1-17060306000-XUU,S,H,P,FR,NA,NA,N,0000,103709,NA,NA,0000,417767,NA,NA,B,NA,NA,NA,NA,NA,KOOSKIA NAT,DWORSHAK NAT. HATCH,CLEARWATER,ID,SNAK,CLEA,N,0,103709,0,417767,0
T,4.2,20170919,NWIFC,SUQ,14,211194,13,NA,NA,NA,NA,2,3,2015,20170524,20170524,3M10510  888109 R,3M10510  888109 H,3F10510  090072 S,S,H,P,FR,45.36,NA,N,5000,36308,0000,123,5000,368376,0000,1084,B,0.004,NA,506,NA,NA,ELLIOTT BAY TRIBAL NP,ELLIOTT BAY TRIBAL NP,BIG SOOS CR  09.0072,WA,MPS,DUWA,N,36308,123,368376,1084,0
T,4.2,20231205,NPT,NPT,16,220175,12,NA,NA,NA,NA,2,3,2017,20190328,20190328,4F-1706030400200.50,5F33301  H1     22,4F1-17060306000-XUU,S,H,P,FR,NA,NA,N,0000,30015,NA,NA,0000,176465,NA,NA,B,0.007,21,513,NA,NA,KOOSKIA NAT,EAGLE CR NFH,CLEARWATER,ID,SNAK,CLEA,N,0,30015,0,176465,0
T,4.2,20220923,NWIFC,SUQ,14,211508,12,NA,NA,NA,NA,2,3,2020,20220524,20220524,3M10510  888106 H,3F10510  150216 H,3F10510  090113 S02,S,H,P,FR,34.89,NA,N,5000,54181,NA,NA,5000,245506,0000,40064,B,0.012,NA,1000,NA,estimated 30k  chinook in release unmarked,AGATE PASS SEA PENS,GORST CR REARING PND,KETA CR    STOCK (9),WA,MPS,EKPN,N,54181,0,245506,40064,0
N,4.2,20240205,WDFW,COOP,04,!04P00202526,NA,NA,NA,NA,NA,2,NA,2022,20230331,20230331,3F10609  060029 R,3F10308  0672626E,3F10308  070012 S02,NA,H,NA,NA,0.9,NA,NA,NA,NA,NA,NA,0000,427,NA,NA,NA,NA,NA,NA,NA,BO=MIXED(HxW),MAXWELTON CR 06.0029,SOUTH WHIDBEY ES(LAN,SKYKOMISH R  07.0012,WA,NPS,WICI,N,0,0,0,427,0
N,4.2,20240129,ADFG,ADFG,01,!01162ADFG02,NA,NA,NA,NA,NA,2,3,2014,20160524,20160526,1F2UC247 5010060,1F2UC247 5010060998,1F2UC247 5010060997,S,H,P,NA,22.2,NA,N,NA,NA,NA,NA,0500,275402,NA,NA,C,NA,NA,NA,NA,NA,SHIP CR 247-50,WILLIAM JACK HERNAND,WILLIAM JACK HERNAND,AK,CEAK,UCI,N,0,0,0,275402,0
T,4.2,20161026,NWIFC,SUQ,14,210987,13,NA,NA,NA,NA,2,3,2010,20120522,20120522,3M10510  888109 R,3M10510  888109 H,3F10510  090072 S,S,H,P,FR,45.36,NA,NA,5000,50087,0000,242,5000,328759,0000,450,B,0.0048,NA,209,NA,NA,ELLIOTT BAY TRIBAL NP,ELLIOTT BAY TRIBAL NP,BIG SOOS CR  09.0072,WA,MPS,DUWA,N,50087,242,328759,450,0
T,4.2,20240205,WDFW,WDFW,04,636420,13,NA,NA,NA,NA,2,NA,2010,20120424,20120613,3F10208  030435 R,NA,3F10208  030435 S,G,W,P,NA,15.11,NA,NA,0000,29535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BO=W(WILD),BAKER R      03.0435,NA,BAKER R      03.0435,WA,SKAG,SKAGG,N,0,29535,0,0,0
N,4.2,20240129,ADFG,ADFG,01,!01172ADFG14,NA,NA,NA,NA,NA,2,NA,2016,20170607,20170607,1F3YU334 4099937,1F3YU334 40,1F2UC247 5010060997,G,H,P,NA,3.46,NA,NA,NA,NA,NA,NA,0000,4789,NA,NA,NA,NA,NA,NA,NA,NA,JAN LK,RUTH BURNETT,WILLIAM JACK HERNAND,AK,LOYR,LOYRG,N,0,0,0,4789,0
T,4.2,20240129,ADFG,ADFG,01,045320,12,NA,NA,NA,NA,2,3,2020,20220429,20220526,1F1SE101 3010750010,NA,1F1SE101 3010750010,S,W,O,NA,NA,NA,N,5000,10627,NA,NA,5000,43,NA,NA,C,0.004,NA,NA,NA,NA,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,AK,SEAK,SESE,N,10627,0,43,0,0
N,4.2,20240205,WDFW,COOP,04,!04P00202529,NA,NA,NA,NA,NA,2,NA,2022,20230321,20230321,3F10511  100023 R,3F10511  1072336E,3F10511  100021 S,NA,H,NA,NA,0.9,NA,NA,NA,NA,NA,NA,0000,40,NA,NA,NA,NA,NA,NA,NA,BO=MIXED(HxW),SWAN CR      10.0023,LYON ES (TACOMA),PUYALLUP R   10.0021,WA,MPS,PUYA,N,0,0,0,40,0
T,4.2,20240129,ADFG,ADFG,01,044894,12,NA,NA,O,012020182BERN01,2,3,2018,20200602,20200613,1F1NE115 2010100,NA,1F1NE115 2010100,S,W,O,NA,NA,NA,N,5000,4962,NA,NA,5000,30,NA,NA,C,0.006,NA,NA,NA,NA,BERNERS R 115-20,NA,BERNERS R 115-20,AK,SEAK,SENE,N,4962,0,30,0,0
N,4.2,20240129,ADFG,USFS,01,!01182USFS01,NA,NA,NA,NA,NA,2,3,2017,20180626,20180626,1F1NE111 3210780,1F1NE111 4010150998,1F1NE111 4010150998,F,H,P,NA,0.93,NA,N,NA,NA,NA,NA,0500,73800,NA,NA,B,NA,NA,NA,NA,NA,DAVIDSON CR 111-32,MACAULAY,MACAULAY H,AK,TAWH,TAWHG,N,0,0,0,73800,0
T,4.2,20220923,NWIFC,SUQ,14,211455,13,NA,NA,NA,NA,2,3,2020,20220517,20220517,3M10510  888109 R,3F10510  090113 H02,3F10510  090113 S02,S,H,P,FR,37.8,NA,NA,0000,43634,NA,NA,0000,950992,NA,NA,B,0,NA,500,NA,NA,ELLIOTT BAY TRIBAL NP,KETA CREEK COMPLEX,KETA CR    STOCK (9),WA,MPS,DUWA,N,0,43634,0,950992,0
N,4.2,20240205,CDFO,CDFO,03,!03NOCO21118,NA,NA,NA,NA,NA,2,3,2021,20220327,20220327,2FS  GSMSR0287,2FS  GSMSH0287,2FS  GSMSS0287,F,H,P,NA,0.3,NA,N,NA,NA,NA,NA,0000,3668,NA,NA,B,NA,NA,NA,NA,NA,R-Nicomekl R,H-Nicomekl River H,S-Nicomekl R,BC,GST,GSMS,N,0,0,0,3668,0
